ano,dep,link,quantidade,recolhidas,valor
2016,JOAO ERVINO FISCHER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2546/ano/2016/tipo/0/Default.aspx,26.5,0.0,25701.82
2016,JOÃO OTÁVIO REINELLI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17217/ano/2016/tipo/0/Default.aspx,37.0,0.0,30158.48
2016,JORGE CLADISTONE POZZOBOM,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14460/ano/2016/tipo/0/Default.aspx,27.0,0.0,16913.44
2016,JOSE ANTONIO JUNIOR FROZZA PALADINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14471/ano/2016/tipo/0/Default.aspx,10.5,0.0,6183.37
2016,JOSÉ SIDNEY NUNES DE ALMEIDA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17221/ano/2016/tipo/0/Default.aspx,38.0,1.0,28499.65
2016,JULIANA BRIZOLA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2459/ano/2016/tipo/0/Default.aspx,6.5,0.0,3827.79
2016,JULIANO ROSO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17216/ano/2016/tipo/0/Default.aspx,36.0,0.0,21589.77
2016,JUVIR COSTELLA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6229/ano/2016/tipo/0/Default.aspx,10.0,0.0,5888.91
2016,LIZIANE BAYER DA COSTA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17227/ano/2016/tipo/0/Default.aspx,28.0,0.0,17346.32
2016,LUIS AUGUSTO BARCELLOS LARA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2559/ano/2016/tipo/0/Default.aspx,55.5,0.0,36328.23
2016,LUIZ FERNANDO MAINARDI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14467/ano/2016/tipo/0/Default.aspx,76.5,2.0,48883.32
2016,MANUELA PINTO VIEIRA D' AVILA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17213/ano/2016/tipo/0/Default.aspx,15.5,0.0,9595.45
2016,MARCELO PIRES MORAES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14457/ano/2016/tipo/0/Default.aspx,50.0,1.0,36703.15
2016,MÁRIO JARDEL ALMEIDA RIBEIRO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17225/ano/2016/tipo/0/Default.aspx,0.5,0.0,294.45
2016,MARLON ARATOR SANTOS DA ROSA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6877/ano/2016/tipo/0/Default.aspx,28.5,0.0,17251.06
2016,MAURICIO ALEXANDRE DZIEDRICKI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2973/ano/2016/tipo/0/Default.aspx,21.5,0.0,17961.24
2016,MIGUEL CONSTANTINO ROSSO BIANCHINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17222/ano/2016/tipo/0/Default.aspx,28.5,0.0,17691.75
2016,MIRIAM PAZ GARCEZ MARRONI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/9792/ano/2016/tipo/0/Default.aspx,17.0,2.0,12494.06
2016,NELSON LUIZ DA SILVA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14459/ano/2016/tipo/0/Default.aspx,25.5,0.0,15640.31
2016,PEDRO LUIZ FAGUNDES RUAS,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2879/ano/2016/tipo/0/Default.aspx,0.5,0.0,372.39
2016,PEDRO OZORIO PEREIRA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/8480/ano/2016/tipo/0/Default.aspx,84.0,1.0,55755.93
2016,REGINA MARIA BECKER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/8475/ano/2016/tipo/0/Default.aspx,19.5,0.0,15959.14
2016,RONALDO SANTINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14461/ano/2016/tipo/0/Default.aspx,48.5,0.0,30431.95
2016,SERGIO BERGONSI TURRA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17223/ano/2016/tipo/0/Default.aspx,36.5,0.0,24461.68
2016,SERGIO PERES ALÓS,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6888/ano/2016/tipo/0/Default.aspx,52.5,0.0,39737.16
2016,SILVANA MARIA FRANCISCATTO COVATTI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11422/ano/2016/tipo/0/Default.aspx,51.0,0.0,40398.95
2016,STELA BEATRIZ FARIAS LOPES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11423/ano/2016/tipo/0/Default.aspx,19.0,0.0,17801.83
2016,TARCISIO JOÃO ZIMMERMANN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17215/ano/2016/tipo/0/Default.aspx,8.0,0.0,5022.89
2016,TIAGO CHANAN SIMON,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17229/ano/2016/tipo/0/Default.aspx,7.5,0.0,4416.71
2016,VILMAR PERIN ZANCHIN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17214/ano/2016/tipo/0/Default.aspx,44.5,0.0,28232.14
2016,VOLMIR JOSE MIKI BREIER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11424/ano/2016/tipo/0/Default.aspx,13.5,0.0,9119.16
2016,VOLNEI DA SILVA ALVES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17218/ano/2016/tipo/0/Default.aspx,52.0,0.0,31167.9
2016,ZILA MARIA BREITENBACH,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11425/ano/2016/tipo/0/Default.aspx,42.5,0.0,36899.22
2017,ADAO ROBERTO RODRIGUES VILLAVERDE,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/3390/ano/2017/tipo/0/Default.aspx,43.5,0.0,29339.1
2017,ADILSON TROCA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2511/ano/2017/tipo/0/Default.aspx,13.0,0.0,7733.62
2017,ADOLFO JOSE BRITO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2513/ano/2017/tipo/0/Default.aspx,60.0,0.0,37282.39
2017,ALOISIO TALSO CLASSMANN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2516/ano/2017/tipo/0/Default.aspx,64.5,0.0,37984.02
2017,ALTEMIR ANTONIO TORTELLI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14456/ano/2017/tipo/0/Default.aspx,52.5,0.0,37271.79
2017,ALVARO DAVI BOESSIO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/10220/ano/2017/tipo/0/Default.aspx,19.5,0.0,13198.09
2017,ANTONIO VALDECI OLIVEIRA DE OLIVEIRA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14455/ano/2017/tipo/0/Default.aspx,46.5,0.0,28006.97
2017,ANY MACHADO ORTIZ,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14399/ano/2017/tipo/0/Default.aspx,18.5,0.0,12781.38
2017,CIRO CARLOS EMERIM SIMONI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2523/ano/2017/tipo/0/Default.aspx,17.0,0.0,18681.39
2017,EDSON MEURER BRUM,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/4814/ano/2017/tipo/0/Default.aspx,37.5,0.0,26402.27
2017,EDUARDO DEBACCO LOUREIRO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17220/ano/2017/tipo/0/Default.aspx,20.0,0.0,12167.53
2017,EDUARDO RAFAEL VIERA OLIVERA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/10831/ano/2017/tipo/0/Default.aspx,47.5,0.0,35098.8
2017,ELTON ROBERTO WEBER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17219/ano/2017/tipo/0/Default.aspx,56.0,0.0,35419.23
2017,ENIO EGON BERGMANN BACCI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17212/ano/2017/tipo/0/Default.aspx,1.0,0.0,588.9
2017,FREDERICO CANTORI ANTUNES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2537/ano/2017/tipo/0/Default.aspx,51.0,2.0,37037.56
2017,GERSON BURMANN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6872/ano/2017/tipo/0/Default.aspx,38.0,0.0,23157.27
2017,GERSON LUÍS DE BORBA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17435/ano/2017/tipo/0/Default.aspx,80.0,0.0,47890.64
2017,GILBERTO CAPOANI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11413/ano/2017/tipo/0/Default.aspx,64.5,0.0,40010.22
2017,GILMAR SOSSELLA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11414/ano/2017/tipo/0/Default.aspx,59.0,0.0,37550.47
2017,JEFERSON OLIVEIRA FERNANDES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2318/ano/2017/tipo/0/Default.aspx,28.0,0.0,17004.95
2017,JOAO EDEGAR PRETTO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2333/ano/2017/tipo/0/Default.aspx,50.0,0.0,30068.1
2017,JOAO ERVINO FISCHER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2546/ano/2017/tipo/0/Default.aspx,33.0,0.0,20368.79
2017,JOÃO OTÁVIO REINELLI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17217/ano/2017/tipo/0/Default.aspx,19.5,2.0,19583.94
2017,JOSE ANTONIO JUNIOR FROZZA PALADINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14471/ano/2017/tipo/0/Default.aspx,50.0,1.0,29790.98
2017,JOSÉ SIDNEY NUNES DE ALMEIDA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17221/ano/2017/tipo/0/Default.aspx,37.5,0.0,22707.18
2017,JULIANA BRIZOLA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2459/ano/2017/tipo/0/Default.aspx,12.0,0.0,7066.7
2017,JULIANO ROSO,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17216/ano/2017/tipo/0/Default.aspx,41.5,0.0,25530.11
2017,JUVIR COSTELLA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6229/ano/2017/tipo/0/Default.aspx,30.0,0.0,17666.71
2017,LIZIANE BAYER DA COSTA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17227/ano/2017/tipo/0/Default.aspx,51.5,0.0,37207.19
2017,LUCAS BELLO REDECKER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/13677/ano/2017/tipo/0/Default.aspx,9.0,0.0,5300.01
2017,LUIS AUGUSTO BARCELLOS LARA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2559/ano/2017/tipo/0/Default.aspx,50.5,7.0,29866.31
2017,LUIZ FERNANDO MAINARDI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14467/ano/2017/tipo/0/Default.aspx,74.0,0.0,46364.09
2017,MANUELA PINTO VIEIRA D' AVILA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17213/ano/2017/tipo/0/Default.aspx,10.5,0.0,6339.24
2017,MARCELO PIRES MORAES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14457/ano/2017/tipo/0/Default.aspx,47.5,0.0,28596.15
2017,MARLON ARATOR SANTOS DA ROSA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6877/ano/2017/tipo/0/Default.aspx,5.5,0.0,3238.93
2017,MAURICIO ALEXANDRE DZIEDRICKI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2973/ano/2017/tipo/0/Default.aspx,62.5,1.0,45106.85
2017,MIGUEL CONSTANTINO ROSSO BIANCHINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17222/ano/2017/tipo/0/Default.aspx,17.5,0.0,10305.72
2017,MIRIAM PAZ GARCEZ MARRONI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/9792/ano/2017/tipo/0/Default.aspx,20.0,0.0,11933.88
2017,NELSON LUIZ DA SILVA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14459/ano/2017/tipo/0/Default.aspx,38.5,0.0,23529.76
2017,PEDRO LUIZ FAGUNDES RUAS,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/2879/ano/2017/tipo/0/Default.aspx,1.0,0.0,588.89
2017,PEDRO OZORIO PEREIRA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/8480/ano/2017/tipo/0/Default.aspx,75.5,0.0,44539.16
2017,REGINA MARIA BECKER,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/8475/ano/2017/tipo/0/Default.aspx,45.0,0.0,36419.53
2017,RONALDO SANTINI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/14461/ano/2017/tipo/0/Default.aspx,50.0,0.0,30224.08
2017,SERGIO BERGONSI TURRA,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17223/ano/2017/tipo/0/Default.aspx,43.5,0.0,26630.0
2017,SERGIO PERES ALÓS,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/6888/ano/2017/tipo/0/Default.aspx,46.0,0.0,29180.73
2017,SILVANA MARIA FRANCISCATTO COVATTI,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11422/ano/2017/tipo/0/Default.aspx,48.5,0.0,31055.53
2017,STELA BEATRIZ FARIAS LOPES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11423/ano/2017/tipo/0/Default.aspx,36.5,0.0,29784.76
2017,TARCISIO JOÃO ZIMMERMANN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17215/ano/2017/tipo/0/Default.aspx,8.5,0.0,5473.23
2017,VILMAR PERIN ZANCHIN,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17214/ano/2017/tipo/0/Default.aspx,50.0,0.0,36855.95
2017,VOLNEI DA SILVA ALVES,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/17218/ano/2017/tipo/0/Default.aspx,60.5,0.0,36407.3
2017,ZILA MARIA BREITENBACH,http://www2.al.rs.gov.br/transparenciaalrs/GabinetesParlamentares/Di%c3%a1riasapartirdejunho2011/tabid/5247/vw/detalhe/fav/11425/ano/2017/tipo/0/Default.aspx,51.0,0.0,35383.93
